"seq_id","COG","COG_categories","description"
"220104-SL.2.19","COG0454@2","K","Acetyltransferase (GNAT) domain"
"220104-SL.2.19","COG1396@2","K","Cro/C1-type HTH DNA-binding domain"
"220104-SL.2.19","COG0438@2","M","Glycosyl transferase 4-like"
"220104-SL.2.19","COG3307@2","M","O-Antigen ligase"
"220104-SL.2.19","COG0860@2","M","N-Acetylmuramoyl-L-alanine amidase"
"220104-SL.2.19","COG4656@2","C","RnfC Barrel sandwich hybrid domain"
"220104-SL.2.19","COG4577@2","CQ","BMC"
"220104-SL.2.19","COG3192@2","E","Ethanolamine utilisation protein, EutH"
"220104-SL.2.19","COG4766@2","E","Ethanolamine utilisation protein EutQ"
"220104-SL.2.19","COG2060@2","P","Potassium-transporting ATPase A subunit"
"220104-SL.2.19","COG2216@2","P","E1-E2 ATPase"
"220104-SL.2.19","COG2156@2","P","K+-transporting ATPase, c chain"
"220104-SL.2.19","COG0235@2","G","Class II Aldolase and Adducin N-terminal domain"
"220104-SL.2.19","COG0542@2","O","Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE"
"220104-SL.2.19","COG1476@2","K","Cro/C1-type HTH DNA-binding domain"
"220104-SL.2.19","COG0071@2","O","Hsp20/alpha crystallin family"
"220104-SL.2.19","COG1733@2","K","HxlR-like helix-turn-helix"
"220104-SL.2.19","COG0534@2","V","MatE"
"220104-SL.2.19","COG1476@2","K","Cro/C1-type HTH DNA-binding domain"
"220104-SL.2.19","COG2271@2","G","Major Facilitator Superfamily"
"220104-SL.2.19","COG2159@2","S","Amidohydrolase"
"220104-SL.2.19","COG1309@2","K","Bacterial regulatory proteins, tetR family"
"220104-SL.2.19","COG1461@2","S","Dak2"
"220104-SL.2.19","COG1126@2","E","Psort location CytoplasmicMembrane, score"
"220104-SL.2.19","COG0765@2","E","Psort location CytoplasmicMembrane, score"
"220104-SL.2.19","COG0059@2","EH","Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate"
"220104-SL.2.19","COG0456@2","K","Acetyltransferase (GNAT) domain"
"220104-SL.2.19","COG0440@2","E","ACT domain"
"220104-SL.2.19","COG0028@2","E","Thiamine pyrophosphate enzyme, central domain"
"220104-SL.2.19","COG4656@2","C","Part of a membrane complex involved in electron transport"
"220104-SL.2.19","COG3209@2","M","COG3209 Rhs family protein"
"220104-SL.2.19","COG4658@2","C","Part of a membrane complex involved in electron transport"
"220104-SL.2.19","COG4659@2","C","Part of a membrane complex involved in electron transport"
"220104-SL.2.19","COG4660@2","C","Part of a membrane complex involved in electron transport"
"220104-SL.2.19","COG4657@2","C","Part of a membrane complex involved in electron transport"
"220104-SL.2.19","COG2768@2","C","Putative Fe-S cluster"
"220104-SL.2.19","COG2878@2","C","Putative Fe-S cluster"
"220104-SL.2.19","COG0456@2","K","Acetyltransferase (GNAT) domain"
"220104-SL.2.19","COG3209@2","M","Peptidoglycan-binding domain 1 protein"
"220104-SL.2.19","COG3409@2","M","Peptidoglycan-binding domain 1 protein"
"220104-SL.2.19","COG3209@2","M","self proteolysis"
"220104-SL.2.19","COG1476@2","K","Helix-turn-helix XRE-family like proteins"
"220104-SL.2.19","COG1595@2","K","Sigma-70, region 4"
"220104-SL.2.19","33804@2","S","Domain of unknown function (DUF4367)"
"220104-SL.2.19","COG2378@2","K","Psort location Cytoplasmic, score 8.96"
"220104-SL.2.19","COG1368@2","M","Sulfatase"
"220104-SL.2.19","COG1199@2","KL","Psort location Cytoplasmic, score 8.96"
"220104-SL.2.19","COG1961@2","L","Psort location Cytoplasmic, score"
"220104-SL.2.19","COG1961@2","L","COG COG1961 Site-specific recombinases, DNA invertase Pin homologs"
"220104-SL.2.19","COG1961@2","L","Resolvase, N terminal domain"
"220104-SL.2.19","COG1302@2","S","Asp23 family, cell envelope-related function"
"220104-SL.2.19","COG3595@2","S","Putative adhesin"
"220104-SL.2.19","COG4709@2","S","Protein of unknown function (DUF1700)"
"220104-SL.2.19","COG4709@2","U","Protein of unknown function (DUF1700)"
"220104-SL.2.19","COG1695@2","K","Transcriptional regulator PadR-like family"
"220104-SL.2.19","COG1924@2","I","CoA enzyme activase uncharacterised domain (DUF2229)"
"220104-SL.2.19","COG3580@2","I","CoA enzyme activase uncharacterised domain (DUF2229)"
"220104-SL.2.19","COG3581@2","I","2-hydroxyglutaryl-CoA dehydratase, D-component"
"220104-SL.2.19","COG0534@2","V","Polysaccharide biosynthesis C-terminal domain"
"220104-SL.2.19","COG3957@2","G","D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase"
"220104-SL.2.19","COG1387@2","E","DNA polymerase alpha chain like domain"
"220104-SL.2.19","COG0697@2","EG","EamA-like transporter family"
"220104-SL.2.19","COG0697@2","EG","EamA-like transporter family"
"220104-SL.2.19","COG2207@2","K","AraC-like ligand binding domain"
"220104-SL.2.19","COG4667@2","S","Patatin-like phospholipase"
"220104-SL.2.19","COG0730@2","S","Sulfite exporter TauE/SafE"
"220104-SL.2.19","COG1695@2","K","transcriptional regulator, PadR family"
"220104-SL.2.19","COG0772@2","D","Belongs to the SEDS family"
"220104-SL.2.19","COG2345@2","K","IclR helix-turn-helix domain"
"220104-SL.2.19","COG1600@2","C","TIGRFAM reductive dehalogenase"
"220104-SL.2.19","COG3935@2","L","Psort location Cytoplasmic, score"
"220104-SL.2.19","COG3263@2","P","Psort location CytoplasmicMembrane, score"
"220104-SL.2.19","COG1173@2","EP","Binding-protein-dependent transport system inner membrane component"
"220104-SL.2.19","COG0601@2","P","Binding-protein-dependent transport system inner membrane component"
"220104-SL.2.19","COG0747@2","E","Bacterial extracellular solute-binding proteins, family 5 Middle"
"220104-SL.2.19","COG0449@2","M","Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source"
"220104-SL.2.19","COG2364@2","S","membrane"
"220104-SL.2.19","COG0536@2","S","An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control"
"220104-SL.2.19","COG0211@2","J","Ribosomal L27 protein"
"220104-SL.2.19","COG2868@2","J","Cysteine protease Prp"
"220104-SL.2.19","COG0261@2","J","This protein binds to 23S rRNA in the presence of protein L20"
"220104-SL.2.19","COG1592@2","C","Rubrerythrin"
"220104-SL.2.19","COG0639@2","T","Calcineurin-like phosphoesterase superfamily domain"
"220104-SL.2.19","COG0488@2","S","ABC transporter"
"220104-SL.2.19","COG0583@2","K","LysR substrate binding domain"
"220104-SL.2.19","COG0730@2","S","Sulfite exporter TauE/SafE"
"220104-SL.2.19","COG3875@2","S","Conserved protein"
"220104-SL.2.19","COG0149@2","G","Triosephosphate isomerase"
"220104-SL.2.19","COG0166@2","G","Belongs to the GPI family"
"220104-SL.2.19","COG0191@2","G","Fructose-bisphosphate aldolase class-II"
"220104-SL.2.19","COG0583@2","K","LysR substrate binding domain"
"220104-SL.2.19","COG1820@2","G","Amidohydrolase family"
"220104-SL.2.19","COG0363@2","G","Psort location Cytoplasmic, score 8.87"
"220104-SL.2.19","COG2197@2","T","Psort location Cytoplasmic, score"
"220104-SL.2.19","COG4191@2","T","Histidine kinase-like ATPases"
"220104-SL.2.19","COG0715@2","P","NMT1-like family"
"220104-SL.2.19","COG1116@2","P","ATPases associated with a variety of cellular activities"
"220104-SL.2.19","COG0600@2","P","Binding-protein-dependent transport system inner membrane component"
"220104-SL.2.19","COG0205@2","G","Phosphofructokinase"
"220104-SL.2.19","COG2264@2","J","Ribosomal protein L11 methyltransferase"
"220104-SL.2.19","COG1307@2","S","Uncharacterised protein, DegV family COG1307"
"220104-SL.2.19","COG0834@2","ET","Bacterial extracellular solute-binding proteins, family 3"
"220104-SL.2.19","COG4166@2","E","Bacterial extracellular solute-binding proteins, family 5 Middle"
"220104-SL.2.19","COG1961@2","L","Resolvase, N terminal domain"
"220104-SL.2.19","COG1961@2","L","Resolvase, N terminal domain"
"220104-SL.2.19","COG1961@2","L","Resolvase, N terminal domain"
"220104-SL.2.19","COG1961@2","L","Psort location Cytoplasmic, score"
"220104-SL.2.19","COG1961@2","L","Resolvase, N terminal domain"
"220104-SL.2.19","COG1961@2","L","Psort location Cytoplasmic, score"
"220104-SL.2.19","COG1961@2","L","PFAM Resolvase"
"220104-SL.2.19","COG1961@2","L","Resolvase, N terminal domain"
"220104-SL.2.19","COG1595@2","K","Sigma-70, region 4"
"220104-SL.2.19","COG3212@2","S","Peptidase propeptide and YPEB domain"
"220104-SL.2.19","COG3185@2","E","Pfam:DUF1446"
"220104-SL.2.19","COG0825@2","I","Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA"
"220104-SL.2.19","COG2851@2","C","Citrate transporter"
"220104-SL.2.19","COG3829@2","KT","Sigma-54 interaction domain"
"220104-SL.2.19","COG2002@2","K","SpoVT / AbrB like domain"
"220104-SL.2.19","COG1819@2","CG","TIGRFAM glycosyltransferase, MGT family"
"220104-SL.2.19","COG1846@2","K","helix_turn_helix multiple antibiotic resistance protein"
"220104-SL.2.19","COG0764@2","I","Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs"
"220104-SL.2.19","COG0304@2","I","Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP"
"220104-SL.2.19","COG1028@2","IQ","Psort location Cytoplasmic, score"
"220104-SL.2.19","COG0331@2","I","Acyl transferase domain"
"220104-SL.2.19","COG2070@2","S","Thiazole biosynthesis protein ThiG"
"220104-SL.2.19","COG0332@2","I","Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids"
"220104-SL.2.19","COG2426@2","S","Putative small multi-drug export protein"
"220104-SL.2.19","COG0777@2","I","Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA"
"220104-SL.2.19","COG0439@2","I","Biotin carboxylase C-terminal domain"
"220104-SL.2.19","COG0511@2","I","first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA"
"220104-SL.2.19","COG0236@2","IQ","Carrier of the growing fatty acid chain in fatty acid biosynthesis"
"220104-SL.2.19","COG2362@2","E","D-aminopeptidase"
"220104-SL.2.19","COG1278@2","K","'Cold-shock' DNA-binding domain"
"220104-SL.2.19","COG0358@2","L","Protein of unknown function (DUF3991)"
"220104-SL.2.19","COG3505@2","U","TraM recognition site of TraD and TraG"
"220104-SL.2.19","COG4974@2","L","Phage integrase, N-terminal SAM-like domain"
"220104-SL.2.19","COG1682@2","GM","Transport permease protein"
"220104-SL.2.19","COG1134@2","GM","Part of the ABC transporter complex TagGH involved in teichoic acids export. Responsible for energy coupling to the transport system"
"220104-SL.2.19","COG0438@2","M","Glycosyltransferase, group 1 family protein"
"220104-SL.2.19","COG0178@2","L","The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate"
"220104-SL.2.19","COG1208@2","JM","Nucleotidyl transferase"
"220104-SL.2.19","COG0794@2","M","SIS domain"
"220104-SL.2.19","COG0647@2","G","UMP catabolic process"
"220104-SL.2.19","COG0859@2","M","Glycosyl transferase, family 2"
"220104-SL.2.19","COG0859@2","M","Glycosyl transferase, family 2"
"220104-SL.2.19","COG0274@2","F","Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate"
"220104-SL.2.19","COG2896@2","H","4Fe-4S single cluster domain"
"220104-SL.2.19","COG0737@2","F","S-layer homology domain"
"220104-SL.2.19","COG1595@2","K","Belongs to the sigma-70 factor family. ECF subfamily"
"220104-SL.2.19","COG3307@2","M","-O-antigen"
"220104-SL.2.19","COG2148@2","M","Bacterial sugar transferase"
"220104-SL.2.19","COG0438@2","M","PFAM Glycosyl transferase, group 1"
"220104-SL.2.19","COG2378@2","K","helix_turn_helix, Deoxyribose operon repressor"
"220104-SL.2.19","COG0210@2","L","UvrD/REP helicase N-terminal domain"
"220104-SL.2.19","COG3593@2","L","AAA ATPase domain"
"220104-SL.2.19","COG3593@2","L","AAA ATPase domain"
"220104-SL.2.19","COG1961@2","L","Recombinase"
"220104-SL.2.19","COG2812@2","L","DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity"
"220104-SL.2.19","COG0718@2","S","Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection"
"220104-SL.2.19","COG3619@2","S","Protein of unknown function (DUF1275)"
"220104-SL.2.19","COG2768@2","C","Domain of unknown function (DUF362)"
"220104-SL.2.19","COG0745@2","T","Transcriptional regulatory protein, C terminal"
"220104-SL.2.19","COG5002@2","T","HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain"
"220104-SL.2.19","COG1131@2","V","ATPases associated with a variety of cellular activities"
"220104-SL.2.19","COG0308@2","E","aminopeptidase N"
"220104-SL.2.19","COG1488@2","H","Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP"
"220104-SL.2.19","COG1396@2","K","Cro/C1-type HTH DNA-binding domain"
"220104-SL.2.19","COG0178@2","L","The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate"
"220104-SL.2.19","COG3049@2","M","Linear amide C-N hydrolases, choloylglycine hydrolase family"
"220104-SL.2.19","COG1283@2","P","Na+/Pi-cotransporter"
"220104-SL.2.19","COG1191@2","K","Belongs to the sigma-70 factor family"
"220104-SL.2.19","COG0665@2","CE","Rieske [2Fe-2S] domain"
"220104-SL.2.19","COG0723@2","CE","Rieske [2Fe-2S] domain"
"220104-SL.2.19","COG0389@2","L","impB/mucB/samB family C-terminal domain"
"220104-SL.2.19","COG2720@2","V","VanW like protein"
"220104-SL.2.19","COG1925@2","G","PTS HPr component phosphorylation site"
"220104-SL.2.19","COG1193@2","L","Endonuclease that is involved in the suppression of homologous recombination and may therefore have a key role in the control of bacterial genetic diversity"
"220104-SL.2.19","COG1388@2","M","LysM domain"
"220104-SL.2.19","2ZY4Z@2","S","Protein of unknown function (DUF3795)"
"220104-SL.2.19","COG0384@2","S","Phenazine biosynthesis-like protein"
"220104-SL.2.19","COG1381@2","L","Involved in DNA repair and RecF pathway recombination"
"220104-SL.2.19","COG1159@2","S","An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism"
"220104-SL.2.19","COG0319@2","S","Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA"
"220104-SL.2.19","COG1702@2","T","PhoH-like protein"
"220104-SL.2.19","COG0561@2","S","Putative stage IV sporulation protein YqfD"
"220104-SL.2.19","32ZA5@2","S","YabP family"
"220104-SL.2.19","COG1896@2","S","HD domain"
"220104-SL.2.19","COG0617@2","J","Psort location Cytoplasmic, score"
"220104-SL.2.19","COG0773@2","M","Belongs to the MurCDEF family"
"220104-SL.2.19","COG1077@2","D","Cell division protein FtsA"
"220104-SL.2.19","COG1040@2","S","Phosphoribosyl transferase domain"
"220104-SL.2.19","33CR7@2","S","Psort location Cytoplasmic, score"
"220104-SL.2.19","COG0507@2","L","DNA-dependent ATPase and ATP-dependent 5'-3' DNA helicase. Has no activity on blunt DNA or DNA with 3'-overhangs, requires at least 10 bases of 5'-ssDNA for helicase activity"
"220104-SL.2.19","COG0461@2","F","Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)"
"220104-SL.2.19","COG2003@2","L","RadC-like JAB domain"
"220104-SL.2.19","COG0556@2","L","damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage"
"220104-SL.2.19","COG1943@2","L","Transposase IS200 like"
"220104-SL.2.19","COG1453@2","S","4Fe-4S dicluster domain"
"220104-SL.2.19","32ZW6@2","S","COG NOG18033 non supervised orthologous group"
"220104-SL.2.19","COG0178@2","L","The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate"
"220104-SL.2.19","COG1193@2","L","ATPase domain of DNA mismatch repair MUTS family"
"220104-SL.2.19","COG3246@2","S","beta-keto acid cleavage enzyme"
"220104-SL.2.19","COG0604@2","C","alcohol dehydrogenase"
"220104-SL.2.19","COG1509@2","E","Lysine-2,3-aminomutase"
"220104-SL.2.19","COG0274@2","F","D-Lysine 5,6-aminomutase TIM-barrel domain of alpha subunit"
"220104-SL.2.19","3194H@2","S","Domain of unknown function (DUF3842)"
"220104-SL.2.19","COG2185@2","I","Dimerisation domain of d-ornithine 4,5-aminomutase"
"220104-SL.2.19","COG0793@2","M","Belongs to the peptidase S41A family"
"220104-SL.2.19","COG0737@2","F","5'-nucleotidase, C-terminal domain"
"220104-SL.2.19","COG0324@2","J","Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)"
"220104-SL.2.19","COG1418@2","S","HD superfamily hydrolase"
"220104-SL.2.19","COG1476@2","K","Helix-turn-helix XRE-family like proteins"
"220104-SL.2.19","COG0679@2","S","Sodium Bile acid symporter family"
"220104-SL.2.19","COG2031@2","I","Short chain fatty acid transporter"
"220104-SL.2.19","COG1592@2","C","Rubrerythrin"
"220104-SL.2.19","COG2964@2","S","YheO-like PAS domain"
"220104-SL.2.19","COG1757@2","C","Na+/H+ antiporter family"
"220104-SL.2.19","COG2378@2","K","Psort location Cytoplasmic, score"
"220104-SL.2.19","COG0436@2","E","Aminotransferase class I and II"
"220104-SL.2.19","COG0251@2","J","Endoribonuclease L-PSP"
"220104-SL.2.19","COG0538@2","C","Isocitrate/isopropylmalate dehydrogenase"
"220104-SL.2.19","COG0534@2","V","MatE"
"220104-SL.2.19","COG2855@2","S","Conserved hypothetical protein 698"
"220104-SL.2.19","COG1132@2","V","ABC transporter transmembrane region"
"220104-SL.2.19","COG1132@2","V","COG COG1132 ABC-type multidrug transport system, ATPase and permease components"
"220104-SL.2.19","COG0747@2","E","Bacterial extracellular solute-binding proteins, family 5 Middle"
"220104-SL.2.19","COG4608@2","E","ABC transporter"
"220104-SL.2.19","COG0444@2","P","Belongs to the ABC transporter superfamily"
"220104-SL.2.19","COG0745@2","T","Transcriptional regulatory protein, C terminal"
"220104-SL.2.19","COG1173@2","EP","Binding-protein-dependent transport system inner membrane component"
"220104-SL.2.19","COG0601@2","EP","Binding-protein-dependent transport system inner membrane component"
"220104-SL.2.19","COG2207@2","K","helix_turn_helix, arabinose operon control protein"
"220104-SL.2.19","COG2017@2","G","Aldose 1-epimerase"
"220104-SL.2.19","COG1335@2","Q","Isochorismatase family"
"220104-SL.2.19","COG1289@2","S","Fusaric acid resistance protein-like"
"220104-SL.2.19","COG0491@2","S","Metallo-beta-lactamase superfamily"
"220104-SL.2.19","32YCI@2","S","Small, acid-soluble spore proteins, alpha/beta type"
"220104-SL.2.19","33QB4@2","S","Putative amidase domain"
"220104-SL.2.19","COG1674@2","D","FtsK/SpoIIIE family"
"220104-SL.2.19","COG1961@2","L","Resolvase, N terminal domain"
"220104-SL.2.19","33M1J@2","S","Ribbon-helix-helix domain"
"220104-SL.2.19","COG5002@2","T","His Kinase A (phosphoacceptor) domain"
"220104-SL.2.19","COG2059@2","P","Chromate transporter"
"220104-SL.2.19","COG0704@2","P","Plays a role in the regulation of phosphate uptake"
"220104-SL.2.19","COG1117@2","P","Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system"
"220104-SL.2.19","COG0581@2","P","Binding-protein-dependent transport system inner membrane component"
"220104-SL.2.19","COG0573@2","P","probably responsible for the translocation of the substrate across the membrane"
"220104-SL.2.19","COG0226@2","P","PBP superfamily domain"
"220104-SL.2.19","COG0546@2","S","HAD-hyrolase-like"
"220104-SL.2.19","COG1508@2","K","Sigma-54 factor, core binding domain"
"220104-SL.2.19","COG1595@2","K","Helix-turn-helix domain"
"220104-SL.2.19","COG1974@2","KT","Peptidase S24-like"
"220104-SL.2.19","33DNC@2","S","Psort location Cytoplasmic, score"
"220104-SL.2.19","COG1917@2","S","Cupin"
"220104-SL.2.19","COG3824@2","S","Zincin-like metallopeptidase"
"220104-SL.2.19","COG2183@2","K","Likely ribonuclease with RNase H fold."
"220104-SL.2.19","COG3064@2","M","Psort location Cytoplasmic, score"
"220104-SL.2.19","COG1032@2","C","Elongator protein 3, MiaB family, Radical SAM"
"220104-SL.2.19","COG0053@2","P","Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family"
"220104-SL.2.19","COG0745@2","T","Transcriptional regulatory protein, C terminal"
"220104-SL.2.19","COG2205@2","T","PhoQ Sensor"
"220104-SL.2.19","COG5000@2","T","PhoQ Sensor"
"220104-SL.2.19","COG0265@2","O","Trypsin"
"220104-SL.2.19","COG1228@2","Q","Amidohydrolase family"
"220104-SL.2.19","COG2252@2","S","Psort location CytoplasmicMembrane, score 10.00"
"220104-SL.2.19","COG1342@2","S","Protein of unknown function  DUF134"
"220104-SL.2.19","COG1433@2","S","Dinitrogenase iron-molybdenum cofactor"
"220104-SL.2.19","COG1544@2","J","Required for dimerization of active 70S ribosomes into 100S ribosomes in stationary phase"
"220104-SL.2.19","COG1476@2","K","PFAM Helix-turn-helix"
"220104-SL.2.19","COG0441@2","J","Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)"
"220104-SL.2.19","COG1453@2","C","4Fe-4S dicluster domain"
"220104-SL.2.19","COG0171@2","H","Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source"
"220104-SL.2.19","COG0388@2","H","Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source"
"220104-SL.2.19","COG2059@2","P","Chromate transporter"
"220104-SL.2.19","COG3271@2","S","Papain-like cysteine protease AvrRpt2"
"220104-SL.2.19","COG0014@2","E","Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate"
"220104-SL.2.19","COG0263@2","E","Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate"
"220104-SL.2.19","COG0219@2","J","Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family. TrmL subfamily"
"220104-SL.2.19","COG0126@2","G","Phosphoglycerate kinase"
"220104-SL.2.19","COG0149@2","G","Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)"
"220104-SL.2.19","COG0696@2","G","Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate"
"220104-SL.2.19","COG0148@2","G","Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis"
"220104-SL.2.19","COG1141@2","C","4Fe-4S single cluster domain of Ferredoxin I"
"220104-SL.2.19","COG0486@2","S","Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34"
"220104-SL.2.19","COG2364@2","S","Psort location CytoplasmicMembrane, score"
"220104-SL.2.19","COG0582@2","L","Phage integrase, N-terminal SAM-like domain"
"220104-SL.2.19","COG0582@2","L","Phage integrase, N-terminal SAM-like domain"
"220104-SL.2.19","COG2337@2","T","Toxic component of a toxin-antitoxin (TA) module"
"220104-SL.2.19","COG1191@2","K","sigma factor activity"
"220104-SL.2.19","COG5281@2","S","tape measure"
"220104-SL.2.19","33P40@2","S","zinc-ribbon domain"
"220104-SL.2.19","COG1652@2","S","Lysin motif"
"220104-SL.2.19","COG4193@2","G","PFAM Phage late control gene D protein (GPD)"
"220104-SL.2.19","32ZPC@2","S","Protein of unknown function (DUF2577)"
"220104-SL.2.19","COG3628@2","S","Protein of unknown function (DUF2634)"
"220104-SL.2.19","COG3299@2","S","Baseplate J-like protein"
"220104-SL.2.19","COG4385@2","S","Uncharacterised protein conserved in bacteria (DUF2313)"
"220104-SL.2.19","COG3344@2","L","Reverse transcriptase"
"220104-SL.2.19","COG0860@2","M","Ami_2"
"220104-SL.2.19","COG5632@2","M","Ami_2"
"220104-SL.2.19","COG1573@2","L","Uracil DNA glycosylase superfamily"
"220104-SL.2.19","COG1394@2","C","Produces ATP from ADP in the presence of a proton gradient across the membrane"
"220104-SL.2.19","COG1156@2","C","Produces ATP from ADP in the presence of a proton gradient across the membrane. The V-type beta chain is a regulatory subunit"
"220104-SL.2.19","COG1155@2","C","ATPsynthase alpha/beta subunit N-term extension"
"220104-SL.2.19","COG1390@2","C","Produces ATP from ADP in the presence of a proton gradient across the membrane"
"220104-SL.2.19","COG1436@2","C","ATP synthase (F/14-kDa) subunit"
"220104-SL.2.19","COG0636@2","C","ATP synthase subunit C"
"220104-SL.2.19","COG1269@2","C","V-type ATPase 116kDa subunit family"
"220104-SL.2.19","33P40@2","S","zinc-ribbon domain"
"220104-SL.2.19","COG1527@2","C","ATP synthase (C/AC39) subunit"
"220104-SL.2.19","COG1522@2","K","Lrp/AsnC ligand binding domain"
"220104-SL.2.19","COG0436@2","E","DegT/DnrJ/EryC1/StrS aminotransferase family"
"220104-SL.2.19","COG0560@2","E","haloacid dehalogenase-like hydrolase"
"220104-SL.2.19","COG4198@2","S","Protein of unknown function (DUF1015)"
